Wn,Wvar,C,L1,L2,DCPowerConsumption,OscillationFrequency,TuningRange,OutputPower,PhaseNoise
3e-05,7e-06,5e-13,4.5e-10,2.5e-10,0.0699,29700000000.0,946000000.0,11.81,-82.24
3e-05,7e-06,5e-13,5e-10,1e-10,0.0699,28600000000.0,895000000.0,12.04,-81.59
3e-05,7e-06,5e-13,5e-10,5e-11,0.0699,28600000000.0,897000000.0,12.04,-81.5
3e-05,7e-06,5e-13,5e-10,1.5e-10,0.0699,28600000000.0,894000000.0,12.05,-81.3
3e-05,7e-06,5e-13,5e-10,2e-10,0.0699,28600000000.0,893000000.0,12.04,-81.57
3e-05,7e-06,5e-13,5e-10,2.5e-10,0.0699,28600000000.0,897000000.0,12.05,-81.56
3e-05,7e-06,3e-13,4e-10,1e-10,0.0699,31100000000.0,1010000000.0,11.53,-83.34
3e-05,7e-06,3e-13,4e-10,5e-11,0.0699,31100000000.0,1010000000.0,11.53,-83.27
3e-05,7e-06,3e-13,4e-10,1.5e-10,0.0699,31100000000.0,1010000000.0,11.53,-83.41
3e-05,7e-06,3e-13,4e-10,2e-10,0.0699,31100000000.0,1010000000.0,11.53,-83.44
3e-05,7e-06,3e-13,4e-10,2.5e-10,0.0699,31100000000.0,1010000000.0,11.53,-83.39
3e-05,7e-06,3e-13,3e-10,1e-10,0.0699,34800000000.0,1210000000.0,10.83,-87.57
3e-05,7e-06,3e-13,3e-10,5e-11,0.0699,34800000000.0,1220000000.0,10.83,-87.59
3e-05,7e-06,3e-13,3e-10,1.5e-10,0.0699,34800000000.0,1210000000.0,10.83,-84.99
3e-05,7e-06,3e-13,3e-10,2e-10,0.0699,34800000000.0,1210000000.0,10.83,-87.73
3e-05,7e-06,3e-13,3e-10,2.5e-10,0.0699,34800000000.0,1210000000.0,10.83,-87.25
3e-05,7e-06,3e-13,3.5e-10,1e-10,0.0699,32700000000.0,1090000000.0,11.21,-84.57
3e-05,7e-06,3e-13,3.5e-10,5e-11,0.0699,32700000000.0,1100000000.0,11.21,-83.32
3e-05,7e-06,3e-13,3.5e-10,1.5e-10,0.0699,32700000000.0,1100000000.0,11.21,-84.84
3e-05,7e-06,3e-13,3.5e-10,2e-10,0.0699,32700000000.0,1100000000.0,11.2,-84.81
3e-05,7e-06,3e-13,3.5e-10,2.5e-10,0.0699,32700000000.0,1100000000.0,11.21,-85.08
3e-05,7e-06,3e-13,4.5e-10,1e-10,0.0699,29700000000.0,946000000.0,11.81,-81.94
3e-05,7e-06,3e-13,4.5e-10,5e-11,0.0699,29700000000.0,946000000.0,11.81,-82.73
3e-05,7e-06,3e-13,4.5e-10,1.5e-10,0.0699,29700000000.0,949000000.0,11.81,-82.71
3e-05,7e-06,3e-13,4.5e-10,2e-10,0.0699,29700000000.0,946000000.0,11.81,-82.26
3e-05,7e-06,3e-13,5e-10,1e-10,0.0699,28600000000.0,895000000.0,12.05,-81.95
3e-05,7e-06,3e-13,5e-10,5e-11,0.0699,28600000000.0,896000000.0,12.05,-81.7
3e-05,7e-06,3e-13,5e-10,1.5e-10,0.0699,28600000000.0,895000000.0,12.04,-80.74
3e-05,7e-06,3e-13,5e-10,2e-10,0.0699,28600000000.0,892000000.0,12.05,-81.6
3e-05,7e-06,3e-13,5e-10,2.5e-10,0.0699,28600000000.0,898000000.0,12.04,-81.36
3e-05,7e-06,4e-13,4e-10,1e-10,0.0699,31100000000.0,1010000000.0,11.53,-83.35
3e-05,7e-06,4e-13,4e-10,5e-11,0.0699,31100000000.0,1010000000.0,11.53,-83.51
3e-05,7e-06,4e-13,4e-10,1.5e-10,0.0699,31000000000.0,1010000000.0,11.53,-83.35
3e-05,7e-06,4e-13,4e-10,2.5e-10,0.0699,31000000000.0,1010000000.0,11.53,-83.63
3e-05,7e-06,4e-13,3e-10,5e-11,0.0699,34800000000.0,1210000000.0,10.83,-87.77
3e-05,7e-06,4e-13,3e-10,1.5e-10,0.0699,34800000000.0,1210000000.0,10.83,-84.42
3e-05,7e-06,4e-13,3e-10,2.5e-10,0.0699,34800000000.0,1210000000.0,10.83,-87.4
3e-05,7e-06,4e-13,3.5e-10,1e-10,0.0699,32700000000.0,1090000000.0,11.21,-84.73
3e-05,7e-06,4e-13,3.5e-10,5e-11,0.0699,32700000000.0,1100000000.0,11.2,-84.88
3e-05,7e-06,4e-13,3.5e-10,1.5e-10,0.0699,32700000000.0,1100000000.0,11.21,-84.87
3e-05,7e-06,4e-13,3.5e-10,2e-10,0.0699,32700000000.0,1100000000.0,11.2,-84.82
3e-05,7e-06,4e-13,3.5e-10,2.5e-10,0.0699,32700000000.0,1090000000.0,11.21,-84.59
3e-05,7e-06,4e-13,4.5e-10,1e-10,0.0699,29700000000.0,946000000.0,11.81,-84.03
3e-05,7e-06,4e-13,4.5e-10,5e-11,0.0699,29700000000.0,947000000.0,11.81,-82.44
3e-05,7e-06,4e-13,4.5e-10,1.5e-10,0.0699,29700000000.0,946000000.0,11.81,-82.23
3e-05,7e-06,4e-13,4.5e-10,2e-10,0.0699,29700000000.0,946000000.0,11.81,-82.12
3e-05,7e-06,4e-13,4.5e-10,2.5e-10,0.0699,29700000000.0,948000000.0,11.81,-82.51
3e-05,7e-06,4e-13,5e-10,1e-10,0.0699,28600000000.0,900000000.0,12.04,-81.55
3e-05,7e-06,4e-13,5e-10,5e-11,0.0699,28600000000.0,892000000.0,12.05,-81.69
3e-05,7e-06,4e-13,5e-10,1.5e-10,0.0699,28600000000.0,895000000.0,12.05,-81.84
3e-05,7e-06,4e-13,5e-10,2e-10,0.0699,28600000000.0,896000000.0,12.04,-81.51
3e-05,7e-06,4e-13,5e-10,2.5e-10,0.0699,28600000000.0,892000000.0,12.05,-82.21
3e-05,7e-06,6e-13,4e-10,1e-10,0.0699,31000000000.0,1010000000.0,11.53,-83.39
3e-05,7e-06,6e-13,4e-10,5e-11,0.0699,31000000000.0,1010000000.0,11.53,-83.36
3e-05,7e-06,6e-13,4e-10,2.5e-10,0.0699,31000000000.0,1010000000.0,11.53,-83.15
3e-05,7e-06,6e-13,3e-10,1e-10,0.0699,34800000000.0,1210000000.0,10.83,-87.53
3e-05,7e-06,6e-13,3e-10,5e-11,0.0699,34800000000.0,1220000000.0,10.83,-87.58
3e-05,7e-06,6e-13,3e-10,1.5e-10,0.0699,34800000000.0,1210000000.0,10.83,-87.62
3e-05,7e-06,6e-13,3e-10,2e-10,0.0699,34800000000.0,1210000000.0,10.83,-87.49
3e-05,7e-06,6e-13,3e-10,2.5e-10,0.0699,34800000000.0,1210000000.0,10.83,-88.4
3e-05,7e-06,6e-13,3.5e-10,1.5e-10,0.0699,32700000000.0,1090000000.0,11.21,-84.61
3e-05,7e-06,6e-13,3.5e-10,2e-10,0.0699,32700000000.0,1100000000.0,11.21,-84.92
3e-05,7e-06,6e-13,3.5e-10,2.5e-10,0.0699,32700000000.0,1090000000.0,11.21,-84.6
3e-05,7e-06,6e-13,4.5e-10,1e-10,0.0699,29700000000.0,945000000.0,11.81,-82.45
3e-05,7e-06,6e-13,4.5e-10,1.5e-10,0.0699,29700000000.0,945000000.0,11.81,-81.99
3e-05,7e-06,6e-13,4.5e-10,2e-10,0.0699,29700000000.0,946000000.0,11.81,-82.25
3e-05,7e-06,6e-13,4.5e-10,2.5e-10,0.0699,29700000000.0,946000000.0,11.81,-82.2
3e-05,7e-06,6e-13,5e-10,1e-10,0.0699,28600000000.0,900000000.0,12.04,-81.81
3e-05,7e-06,6e-13,5e-10,5e-11,0.0699,28600000000.0,896000000.0,12.05,-81.88
3e-05,7e-06,6e-13,5e-10,1.5e-10,0.0699,28600000000.0,897000000.0,12.05,-82.16
3e-05,7e-06,6e-13,5e-10,2e-10,0.0699,28600000000.0,893000000.0,12.05,-81.94
3e-05,7e-06,6e-13,5e-10,2.5e-10,0.0699,28600000000.0,893000000.0,12.05,-81.74
3e-05,7e-06,7e-13,4e-10,1e-10,0.0699,31000000000.0,1010000000.0,11.53,-83.44
3e-05,7e-06,7e-13,4e-10,5e-11,0.0699,31000000000.0,1010000000.0,11.53,-83.66
3e-05,7e-06,7e-13,4e-10,1.5e-10,0.0699,31000000000.0,1010000000.0,11.53,-83.62
3e-05,7e-06,7e-13,4e-10,2e-10,0.0699,31000000000.0,1010000000.0,11.53,-83.24
3e-05,7e-06,7e-13,4e-10,2.5e-10,0.0699,31000000000.0,1010000000.0,11.53,-83.06
3e-05,7e-06,7e-13,3e-10,1e-10,0.0699,34800000000.0,1210000000.0,10.83,-87.45
3e-05,7e-06,7e-13,3e-10,5e-11,0.0699,34800000000.0,1210000000.0,10.83,-86.86
3e-05,7e-06,7e-13,3e-10,1.5e-10,0.0699,34800000000.0,1210000000.0,10.83,-87.29
3e-05,7e-06,7e-13,3e-10,2e-10,0.0699,34800000000.0,1210000000.0,10.83,-87.58
3e-05,7e-06,7e-13,3.5e-10,1e-10,0.0699,32700000000.0,1090000000.0,11.21,-84.9
3e-05,7e-06,7e-13,3.5e-10,5e-11,0.0699,32700000000.0,1100000000.0,11.21,-85.0
3e-05,7e-06,7e-13,3.5e-10,1.5e-10,0.0699,32700000000.0,1090000000.0,11.21,-84.75
3e-05,7e-06,7e-13,3.5e-10,2.5e-10,0.0699,32700000000.0,1100000000.0,11.2,-84.92
3e-05,7e-06,7e-13,4.5e-10,1e-10,0.0699,29700000000.0,945000000.0,11.81,-82.32
3e-05,7e-06,7e-13,4.5e-10,5e-11,0.0699,29700000000.0,945000000.0,11.81,-82.21
3e-05,7e-06,7e-13,4.5e-10,2e-10,0.0699,29700000000.0,945000000.0,11.81,-82.56
3e-05,7e-06,7e-13,5e-10,1e-10,0.0699,28600000000.0,898000000.0,12.04,-81.39
3e-05,7e-06,7e-13,5e-10,5e-11,0.0699,28600000000.0,891000000.0,12.05,-81.8
3e-05,7e-06,7e-13,5e-10,1.5e-10,0.0699,28600000000.0,894000000.0,12.04,-81.53
3e-05,7e-06,7e-13,5e-10,2e-10,0.0699,28600000000.0,896000000.0,12.05,-81.75
3e-05,7e-06,7e-13,5e-10,2.5e-10,0.0699,28600000000.0,894000000.0,12.04,-81.63
3e-05,8e-06,5e-13,4e-10,1e-10,0.0699,30800000000.0,1100000000.0,11.56,-83.47
3e-05,8e-06,5e-13,4e-10,5e-11,0.0699,30800000000.0,1100000000.0,11.56,-83.28
3e-05,8e-06,5e-13,4e-10,1.5e-10,0.0699,30800000000.0,1100000000.0,11.56,-83.21
3e-05,8e-06,5e-13,4e-10,2.5e-10,0.0699,30800000000.0,1100000000.0,11.56,-83.32
3e-05,8e-06,5e-13,3e-10,1e-10,0.0699,34600000000.0,1330000000.0,10.86,-87.72
3e-05,8e-06,5e-13,3e-10,5e-11,0.0699,34600000000.0,1320000000.0,10.86,-85.86
3e-05,8e-06,5e-13,3e-10,1.5e-10,0.0699,34600000000.0,1320000000.0,10.85,-87.29
3e-05,8e-06,5e-13,3e-10,2e-10,0.0699,34600000000.0,1320000000.0,10.85,-87.69
3e-05,8e-06,5e-13,3e-10,2.5e-10,0.0699,34600000000.0,1320000000.0,10.85,-87.3
3e-05,8e-06,5e-13,3.5e-10,1e-10,0.0699,32500000000.0,1190000000.0,11.23,-85.15
3e-05,8e-06,5e-13,3.5e-10,5e-11,0.0699,32500000000.0,1200000000.0,11.23,-85.14
3e-05,8e-06,5e-13,3.5e-10,1.5e-10,0.0699,32500000000.0,1200000000.0,11.23,-85.01
3e-05,8e-06,5e-13,3.5e-10,2e-10,0.0699,32500000000.0,1190000000.0,11.23,-84.82
3e-05,8e-06,5e-13,3.5e-10,2.5e-10,0.0699,32500000000.0,1190000000.0,11.23,-79.85
3e-05,8e-06,5e-13,4.5e-10,1e-10,0.0699,29500000000.0,1030000000.0,11.84,-83.95
3e-05,8e-06,5e-13,4.5e-10,5e-11,0.0699,29500000000.0,1030000000.0,11.84,-81.92
3e-05,8e-06,5e-13,4.5e-10,1.5e-10,0.0699,29500000000.0,1030000000.0,11.84,-82.57
3e-05,8e-06,5e-13,4.5e-10,2e-10,0.0699,29500000000.0,1030000000.0,11.84,-82.31
3e-05,8e-06,5e-13,4.5e-10,2.5e-10,0.0699,29500000000.0,1030000000.0,11.84,-83.67
3e-05,8e-06,5e-13,5e-10,1e-10,0.0699,28400000000.0,975000000.0,12.07,-81.55
3e-05,8e-06,5e-13,5e-10,5e-11,0.0699,28400000000.0,976000000.0,12.07,-81.74
3e-05,8e-06,5e-13,5e-10,1.5e-10,0.0699,28400000000.0,976000000.0,12.07,-81.53
3e-05,8e-06,5e-13,5e-10,2e-10,0.0699,28400000000.0,977000000.0,12.07,-81.78
3e-05,8e-06,5e-13,5e-10,2.5e-10,0.0699,28400000000.0,975000000.0,12.07,-81.79
3e-05,8e-06,3e-13,4e-10,1e-10,0.0699,30800000000.0,1100000000.0,11.56,-83.55
3e-05,8e-06,3e-13,4e-10,5e-11,0.0699,30800000000.0,1100000000.0,11.56,-83.1
3e-05,8e-06,3e-13,4e-10,1.5e-10,0.0699,30800000000.0,1100000000.0,11.56,-83.05
3e-05,8e-06,3e-13,4e-10,2e-10,0.0699,30800000000.0,1100000000.0,11.56,-83.26
3e-05,8e-06,3e-13,4e-10,2.5e-10,0.0699,30800000000.0,1100000000.0,11.56,-83.18
3e-05,8e-06,3e-13,3e-10,1e-10,0.0699,34600000000.0,1330000000.0,10.86,-87.68
3e-05,8e-06,3e-13,3e-10,5e-11,0.0699,34600000000.0,1320000000.0,10.86,-87.06
3e-05,8e-06,3e-13,3e-10,1.5e-10,0.0699,34600000000.0,1320000000.0,10.86,-88.21
3e-05,8e-06,3e-13,3e-10,2e-10,0.0699,34600000000.0,1320000000.0,10.86,-87.18
3e-05,8e-06,3e-13,3e-10,2.5e-10,0.0699,34600000000.0,1320000000.0,10.85,-87.38
3e-05,8e-06,3e-13,3.5e-10,1e-10,0.0699,32500000000.0,1200000000.0,11.23,-84.75
3e-05,8e-06,3e-13,3.5e-10,5e-11,0.0699,32500000000.0,1190000000.0,11.24,-84.73
3e-05,8e-06,3e-13,3.5e-10,1.5e-10,0.0699,32500000000.0,1190000000.0,11.24,-84.66
3e-05,8e-06,3e-13,3.5e-10,2e-10,0.0699,32500000000.0,1190000000.0,11.24,-84.78
3e-05,8e-06,3e-13,3.5e-10,2.5e-10,0.0699,32500000000.0,1200000000.0,11.23,-84.9
3e-05,8e-06,3e-13,4.5e-10,1e-10,0.0699,29500000000.0,1030000000.0,11.84,-83.78
3e-05,8e-06,3e-13,4.5e-10,5e-11,0.0699,29500000000.0,1030000000.0,11.84,-82.19
3e-05,8e-06,3e-13,4.5e-10,1.5e-10,0.0699,29500000000.0,1030000000.0,11.84,-82.45
3e-05,8e-06,3e-13,4.5e-10,2e-10,0.0699,29500000000.0,1030000000.0,11.84,-82.17
3e-05,8e-06,3e-13,4.5e-10,2.5e-10,0.0699,29500000000.0,1030000000.0,11.84,-81.98
3e-05,8e-06,3e-13,5e-10,1e-10,0.0699,28400000000.0,979000000.0,12.07,-81.79
3e-05,8e-06,3e-13,5e-10,5e-11,0.0699,28400000000.0,968000000.0,12.07,-81.69
3e-05,8e-06,3e-13,5e-10,1.5e-10,0.0699,28400000000.0,979000000.0,12.07,-81.9
3e-05,8e-06,3e-13,5e-10,2e-10,0.0699,28400000000.0,975000000.0,12.07,-81.6
3e-05,8e-06,4e-13,4e-10,1e-10,0.0699,30800000000.0,1100000000.0,11.56,-83.56
3e-05,8e-06,4e-13,4e-10,1.5e-10,0.0699,30800000000.0,1100000000.0,11.56,-83.39
3e-05,8e-06,4e-13,4e-10,2.5e-10,0.0699,30800000000.0,1100000000.0,11.56,-84.56
3e-05,8e-06,4e-13,3e-10,1e-10,0.0699,34600000000.0,1320000000.0,10.85,-87.65
3e-05,8e-06,4e-13,3e-10,5e-11,0.0699,34600000000.0,1320000000.0,10.86,-84.77
3e-05,8e-06,4e-13,3e-10,1.5e-10,0.0699,34600000000.0,1320000000.0,10.86,-87.55
3e-05,8e-06,4e-13,3e-10,2e-10,0.0699,34600000000.0,1320000000.0,10.86,-87.39
3e-05,8e-06,4e-13,3e-10,2.5e-10,0.0699,34600000000.0,1320000000.0,10.86,-87.42
3e-05,8e-06,4e-13,3.5e-10,1e-10,0.0699,32500000000.0,1190000000.0,11.23,-84.76
3e-05,8e-06,4e-13,3.5e-10,5e-11,0.0699,32500000000.0,1190000000.0,11.24,-78.25
3e-05,8e-06,4e-13,3.5e-10,1.5e-10,0.0699,32500000000.0,1200000000.0,11.23,-84.89
3e-05,8e-06,4e-13,3.5e-10,2e-10,0.0699,32500000000.0,1200000000.0,11.24,-84.47
3e-05,8e-06,4e-13,3.5e-10,2.5e-10,0.0699,32500000000.0,1200000000.0,11.23,-84.5
3e-05,8e-06,4e-13,4.5e-10,1e-10,0.0699,29500000000.0,1030000000.0,11.84,-82.14
3e-05,8e-06,4e-13,4.5e-10,5e-11,0.0699,29500000000.0,1030000000.0,11.84,-82.54
3e-05,8e-06,4e-13,4.5e-10,1.5e-10,0.0699,29500000000.0,1030000000.0,11.84,-82.38
3e-05,8e-06,4e-13,4.5e-10,2e-10,0.0699,29500000000.0,1030000000.0,11.84,-81.95
3e-05,8e-06,4e-13,4.5e-10,2.5e-10,0.0699,29500000000.0,1030000000.0,11.84,-82.5
3e-05,8e-06,4e-13,5e-10,1e-10,0.0699,28400000000.0,979000000.0,12.07,-81.53
3e-05,8e-06,4e-13,5e-10,5e-11,0.0699,28400000000.0,977000000.0,12.07,-81.98
3e-05,8e-06,4e-13,5e-10,1.5e-10,0.0699,28400000000.0,975000000.0,12.07,-81.83
3e-05,8e-06,4e-13,5e-10,2e-10,0.0699,28400000000.0,978000000.0,12.07,-81.9
3e-05,8e-06,4e-13,5e-10,2.5e-10,0.0699,28400000000.0,969000000.0,12.07,-81.53
3e-05,8e-06,6e-13,4e-10,1e-10,0.0699,30800000000.0,1100000000.0,11.56,-83.15
3e-05,8e-06,6e-13,4e-10,5e-11,0.0699,30800000000.0,1100000000.0,11.56,-83.29
3e-05,8e-06,6e-13,4e-10,1.5e-10,0.0699,30800000000.0,1100000000.0,11.56,-83.33
3e-05,8e-06,6e-13,4e-10,2e-10,0.0699,30800000000.0,1100000000.0,11.56,-83.11
3e-05,8e-06,6e-13,3e-10,1e-10,0.0699,34600000000.0,1320000000.0,10.86,-87.63
3e-05,8e-06,6e-13,3e-10,5e-11,0.0699,34600000000.0,1320000000.0,10.85,-88.26
3e-05,8e-06,6e-13,3e-10,1.5e-10,0.0699,34600000000.0,1320000000.0,10.85,-87.08
3e-05,8e-06,6e-13,3e-10,2e-10,0.0699,34600000000.0,1330000000.0,10.86,-87.73
3e-05,8e-06,6e-13,3e-10,2.5e-10,0.0699,34600000000.0,1320000000.0,10.85,-87.22
3e-05,8e-06,6e-13,3.5e-10,1e-10,0.0699,32500000000.0,1190000000.0,11.24,-84.97
3e-05,8e-06,6e-13,3.5e-10,1.5e-10,0.0699,32500000000.0,1190000000.0,11.24,-84.61
3e-05,8e-06,6e-13,3.5e-10,2e-10,0.0699,32500000000.0,1190000000.0,11.23,-84.84
3e-05,8e-06,6e-13,3.5e-10,2.5e-10,0.0699,32500000000.0,1190000000.0,11.23,-85.31
3e-05,8e-06,6e-13,4.5e-10,5e-11,0.0699,29500000000.0,1030000000.0,11.84,-82.32
3e-05,8e-06,6e-13,4.5e-10,1.5e-10,0.0699,29500000000.0,1030000000.0,11.84,-82.47
3e-05,8e-06,6e-13,4.5e-10,2.5e-10,0.0699,29500000000.0,1030000000.0,11.84,-82.4
3e-05,8e-06,6e-13,5e-10,1e-10,0.0699,28400000000.0,977000000.0,12.07,-81.72
3e-05,8e-06,6e-13,5e-10,5e-11,0.0699,28400000000.0,979000000.0,12.07,-82.15
3e-05,8e-06,6e-13,5e-10,1.5e-10,0.0699,28400000000.0,976000000.0,12.07,-81.82
3e-05,8e-06,6e-13,5e-10,2e-10,0.0699,28400000000.0,976000000.0,12.07,-81.77
3e-05,8e-06,6e-13,5e-10,2.5e-10,0.0699,28400000000.0,974000000.0,12.07,-81.41
3e-05,8e-06,7e-13,4e-10,1e-10,0.0699,30800000000.0,1100000000.0,11.56,-83.37
3e-05,8e-06,7e-13,4e-10,5e-11,0.0699,30800000000.0,1100000000.0,11.56,-83.16
3e-05,8e-06,7e-13,4e-10,2.5e-10,0.0699,30800000000.0,1100000000.0,11.56,-83.0
3e-05,8e-06,7e-13,3e-10,1e-10,0.0699,34600000000.0,1320000000.0,10.85,-87.25
3e-05,8e-06,7e-13,3e-10,5e-11,0.0699,34600000000.0,1320000000.0,10.86,-87.32
3e-05,8e-06,7e-13,3e-10,1.5e-10,0.0699,34600000000.0,1320000000.0,10.85,-87.32
3e-05,8e-06,7e-13,3e-10,2e-10,0.0699,34600000000.0,1320000000.0,10.86,-87.49
3e-05,8e-06,7e-13,3e-10,2.5e-10,0.0699,34600000000.0,1320000000.0,10.86,-87.44
3e-05,8e-06,7e-13,3.5e-10,5e-11,0.0699,32500000000.0,1190000000.0,11.23,-84.83
3e-05,8e-06,7e-13,3.5e-10,1.5e-10,0.0699,32500000000.0,1190000000.0,11.23,-84.85
3e-05,8e-06,7e-13,3.5e-10,2e-10,0.0699,32500000000.0,1190000000.0,11.23,-85.32
3e-05,8e-06,7e-13,3.5e-10,2.5e-10,0.0699,32500000000.0,1200000000.0,11.23,-84.91
3e-05,8e-06,7e-13,4.5e-10,5e-11,0.0699,29500000000.0,1030000000.0,11.84,-82.24
3e-05,8e-06,7e-13,4.5e-10,1.5e-10,0.0699,29500000000.0,1030000000.0,11.84,-82.39
3e-05,8e-06,7e-13,4.5e-10,2e-10,0.0699,29500000000.0,1030000000.0,11.84,-82.27
3e-05,8e-06,7e-13,4.5e-10,2.5e-10,0.0699,29500000000.0,1030000000.0,11.84,-81.91
3e-05,8e-06,7e-13,5e-10,1e-10,0.0699,28400000000.0,976000000.0,12.07,-81.7
3e-05,8e-06,7e-13,5e-10,5e-11,0.0699,28400000000.0,978000000.0,12.07,-81.61
3e-05,8e-06,7e-13,5e-10,1.5e-10,0.0699,28400000000.0,976000000.0,12.07,-82.29
3e-05,8e-06,7e-13,5e-10,2e-10,0.0699,28400000000.0,976000000.0,12.07,-81.54
3e-05,8e-06,7e-13,5e-10,2.5e-10,0.0699,28400000000.0,976000000.0,12.07,-81.71
3e-05,9e-06,5e-13,4e-10,1e-10,0.0699,30600000000.0,1180000000.0,11.59,-82.98
3e-05,9e-06,5e-13,4e-10,5e-11,0.0699,30600000000.0,1180000000.0,11.59,-83.74
3e-05,9e-06,5e-13,4e-10,1.5e-10,0.0699,30600000000.0,1180000000.0,11.59,-83.28
3e-05,9e-06,5e-13,4e-10,2e-10,0.0699,30600000000.0,1180000000.0,11.59,-83.24
3e-05,9e-06,5e-13,4e-10,2.5e-10,0.0699,30600000000.0,1180000000.0,11.59,-83.04
3e-05,9e-06,5e-13,3e-10,1e-10,0.0699,34300000000.0,1420000000.0,10.88,-86.58
3e-05,9e-06,5e-13,3e-10,5e-11,0.0699,34300000000.0,1420000000.0,10.88,-87.55
3e-05,9e-06,5e-13,3e-10,1.5e-10,0.0699,34300000000.0,1420000000.0,10.88,-88.11
3e-05,9e-06,5e-13,3e-10,2e-10,0.0699,34300000000.0,1410000000.0,10.88,-87.28
3e-05,9e-06,5e-13,3e-10,2.5e-10,0.0699,34300000000.0,1420000000.0,10.88,-86.88
3e-05,9e-06,5e-13,3.5e-10,1e-10,0.0699,32200000000.0,1280000000.0,11.26,-84.89
3e-05,9e-06,5e-13,3.5e-10,5e-11,0.0699,32200000000.0,1280000000.0,11.26,-84.61
3e-05,9e-06,5e-13,3.5e-10,1.5e-10,0.0699,32200000000.0,1280000000.0,11.26,-84.56
3e-05,9e-06,5e-13,3.5e-10,2e-10,0.0699,32200000000.0,1280000000.0,11.26,-84.77
3e-05,9e-06,5e-13,3.5e-10,2.5e-10,0.0699,32200000000.0,1280000000.0,11.26,-79.32
3e-05,9e-06,5e-13,4.5e-10,1e-10,0.0699,29300000000.0,1100000000.0,11.87,-82.5
3e-05,9e-06,5e-13,4.5e-10,5e-11,0.0699,29300000000.0,1100000000.0,11.87,-82.55
3e-05,9e-06,5e-13,4.5e-10,1.5e-10,0.0699,29300000000.0,1110000000.0,11.86,-82.02
3e-05,9e-06,5e-13,4.5e-10,2e-10,0.0699,29300000000.0,1110000000.0,11.87,-82.87
3e-05,9e-06,5e-13,4.5e-10,2.5e-10,0.0699,29300000000.0,1110000000.0,11.86,-82.42
3e-05,9e-06,5e-13,5e-10,1e-10,0.0699,28300000000.0,1040000000.0,12.09,-81.71
3e-05,9e-06,5e-13,5e-10,5e-11,0.0699,28300000000.0,1050000000.0,12.09,-81.79
3e-05,9e-06,5e-13,5e-10,1.5e-10,0.0699,28300000000.0,1050000000.0,12.09,-81.74
3e-05,9e-06,5e-13,5e-10,2e-10,0.0699,28300000000.0,1040000000.0,12.08,-81.59
3e-05,9e-06,5e-13,5e-10,2.5e-10,0.0699,28300000000.0,1050000000.0,12.09,-81.63
3e-05,9e-06,3e-13,4e-10,1e-10,0.0699,30600000000.0,1180000000.0,11.59,-83.56
3e-05,9e-06,3e-13,4e-10,5e-11,0.0699,30600000000.0,1180000000.0,11.59,-83.22
3e-05,9e-06,3e-13,4e-10,1.5e-10,0.0699,30600000000.0,1180000000.0,11.59,-83.27
3e-05,9e-06,3e-13,4e-10,2e-10,0.0699,30600000000.0,1180000000.0,11.59,-83.48
3e-05,9e-06,3e-13,3e-10,1e-10,0.0699,34300000000.0,1410000000.0,10.88,-87.8
3e-05,9e-06,3e-13,3e-10,5e-11,0.0699,34300000000.0,1420000000.0,10.88,-87.42
3e-05,9e-06,3e-13,3e-10,1.5e-10,0.0699,34300000000.0,1420000000.0,10.88,-87.19
3e-05,9e-06,3e-13,3e-10,2e-10,0.0699,34300000000.0,1420000000.0,10.88,-87.29
3e-05,9e-06,3e-13,3e-10,2.5e-10,0.0699,34300000000.0,1410000000.0,10.88,-86.95
