Wn,Wvar,C,L1,L2,DCPowerConsumption,OscillationFrequency,TuningRange,OutputPower,PhaseNoise
3.5e-05,1e-05,4e-13,4.5e-10,5e-11,0.0815,26200000000.0,986000000.0,11.25,-89.5
3.5e-05,1e-05,4e-13,4.5e-10,1.5e-10,0.0815,26200000000.0,984000000.0,11.25,-89.22
3.5e-05,1e-05,4e-13,4.5e-10,2e-10,0.0815,26200000000.0,989000000.0,11.25,-89.5
3.5e-05,1e-05,4e-13,4.5e-10,2.5e-10,0.0815,26200000000.0,989000000.0,11.25,-89.73
3.5e-05,1e-05,4e-13,5e-10,1e-10,0.0815,25200000000.0,927000000.0,11.46,-88.11
3.5e-05,1e-05,4e-13,5e-10,5e-11,0.0815,25200000000.0,927000000.0,11.46,-87.7
3.5e-05,1e-05,4e-13,5e-10,1.5e-10,0.0815,25200000000.0,928000000.0,11.46,-88.13
3.5e-05,1e-05,4e-13,5e-10,2e-10,0.0815,25200000000.0,927000000.0,11.46,-87.48
3.5e-05,1e-05,4e-13,5e-10,2.5e-10,0.0815,25200000000.0,930000000.0,11.46,-87.98
3.5e-05,1e-05,6e-13,4e-10,1e-10,0.0815,27400000000.0,1060000000.0,11.01,-91.35
3.5e-05,1e-05,6e-13,4e-10,5e-11,0.0815,27400000000.0,1060000000.0,11.02,-91.85
3.5e-05,1e-05,6e-13,4e-10,1.5e-10,0.0815,27400000000.0,1060000000.0,11.02,-92.11
3.5e-05,1e-05,6e-13,4e-10,2e-10,0.0815,27400000000.0,1060000000.0,11.02,-88.57
3.5e-05,1e-05,6e-13,4e-10,2.5e-10,0.0815,27400000000.0,1060000000.0,11.02,-92.0
3.5e-05,1e-05,6e-13,3e-10,1e-10,0.0815,31000000000.0,1300000000.0,10.4,-91.88
3.5e-05,1e-05,6e-13,3e-10,5e-11,0.0815,31000000000.0,1310000000.0,10.4,-91.33
3.5e-05,1e-05,6e-13,3e-10,1.5e-10,0.0815,31000000000.0,1310000000.0,10.4,-91.59
3.5e-05,1e-05,6e-13,3e-10,2.5e-10,0.0815,31000000000.0,1300000000.0,10.4,-91.31
3.5e-05,1e-05,6e-13,3.5e-10,1e-10,0.0815,29000000000.0,1160000000.0,10.74,-94.15
3.5e-05,1e-05,6e-13,3.5e-10,5e-11,0.0815,29000000000.0,1160000000.0,10.74,-94.17
3.5e-05,1e-05,6e-13,3.5e-10,1.5e-10,0.0815,29000000000.0,1160000000.0,10.74,-94.06
3.5e-05,1e-05,6e-13,3.5e-10,2.5e-10,0.0815,29000000000.0,1160000000.0,10.74,-94.07
3.5e-05,1e-05,6e-13,4.5e-10,1e-10,0.0815,26200000000.0,987000000.0,11.25,-89.45
3.5e-05,1e-05,6e-13,4.5e-10,5e-11,0.0815,26200000000.0,988000000.0,11.25,-89.82
3.5e-05,1e-05,6e-13,4.5e-10,1.5e-10,0.0815,26200000000.0,987000000.0,11.25,-89.42
3.5e-05,1e-05,6e-13,4.5e-10,2e-10,0.0815,26200000000.0,989000000.0,11.25,-89.59
3.5e-05,1e-05,6e-13,4.5e-10,2.5e-10,0.0815,26200000000.0,986000000.0,11.25,-89.76
3.5e-05,1e-05,6e-13,5e-10,1e-10,0.0815,25200000000.0,928000000.0,11.46,-87.92
3.5e-05,1e-05,6e-13,5e-10,5e-11,0.0815,25200000000.0,926000000.0,11.46,-88.21
3.5e-05,1e-05,6e-13,5e-10,1.5e-10,0.0815,25200000000.0,926000000.0,11.46,-87.53
3.5e-05,1e-05,6e-13,5e-10,2e-10,0.0815,25200000000.0,928000000.0,11.46,-87.61
3.5e-05,1e-05,6e-13,5e-10,2.5e-10,0.0815,25200000000.0,926000000.0,11.46,-87.75
3.5e-05,1e-05,7e-13,4e-10,1e-10,0.0815,27400000000.0,1060000000.0,11.02,-91.81
3.5e-05,1e-05,7e-13,4e-10,5e-11,0.0815,27400000000.0,1060000000.0,11.02,-92.02
3.5e-05,1e-05,7e-13,4e-10,1.5e-10,0.0815,27400000000.0,1060000000.0,11.02,-91.82
3.5e-05,1e-05,7e-13,4e-10,2e-10,0.0815,27400000000.0,1060000000.0,11.01,-91.66
3.5e-05,1e-05,7e-13,4e-10,2.5e-10,0.0815,27400000000.0,1070000000.0,11.02,-91.41
3.5e-05,1e-05,7e-13,3e-10,5e-11,0.0815,31000000000.0,1310000000.0,10.4,-91.63
3.5e-05,1e-05,7e-13,3e-10,1.5e-10,0.0815,31000000000.0,1310000000.0,10.4,-91.41
3.5e-05,1e-05,7e-13,3e-10,2e-10,0.0815,31000000000.0,1310000000.0,10.4,-91.47
3.5e-05,1e-05,7e-13,3.5e-10,1e-10,0.0815,29000000000.0,1160000000.0,10.74,-94.1
3.5e-05,1e-05,7e-13,3.5e-10,2e-10,0.0815,29000000000.0,1160000000.0,10.74,-94.19
3.5e-05,1e-05,7e-13,4.5e-10,1e-10,0.0815,26200000000.0,986000000.0,11.25,-89.79
3.5e-05,1e-05,7e-13,4.5e-10,5e-11,0.0815,26200000000.0,984000000.0,11.25,-89.4
3.5e-05,1e-05,7e-13,4.5e-10,1.5e-10,0.0815,26200000000.0,986000000.0,11.25,-89.53
3.5e-05,1e-05,7e-13,4.5e-10,2e-10,0.0815,26200000000.0,986000000.0,11.25,-89.33
3.5e-05,1e-05,7e-13,4.5e-10,2.5e-10,0.0815,26200000000.0,985000000.0,11.25,-89.6
3.5e-05,1e-05,7e-13,5e-10,5e-11,0.0815,25200000000.0,927000000.0,11.46,-87.85
3.5e-05,1e-05,7e-13,5e-10,1.5e-10,0.0815,25200000000.0,928000000.0,11.46,-87.72
3.5e-05,1e-05,7e-13,5e-10,2e-10,0.0815,25200000000.0,927000000.0,11.46,-89.96
3.5e-05,1e-05,7e-13,5e-10,2.5e-10,0.0815,25200000000.0,927000000.0,11.46,-87.36
3.5e-05,1.1e-05,5e-13,4e-10,1e-10,0.0815,27300000000.0,1120000000.0,11.03,-91.65
3.5e-05,1.1e-05,5e-13,4e-10,5e-11,0.0815,27300000000.0,1120000000.0,11.03,-91.6
3.5e-05,1.1e-05,5e-13,4e-10,1.5e-10,0.0815,27300000000.0,1120000000.0,11.03,-91.53
3.5e-05,1.1e-05,5e-13,4e-10,2e-10,0.0815,27300000000.0,1110000000.0,11.03,-91.12
3.5e-05,1.1e-05,5e-13,4e-10,2.5e-10,0.0815,27300000000.0,1110000000.0,11.03,-91.48
3.5e-05,1.1e-05,5e-13,3e-10,1e-10,0.0815,30800000000.0,1370000000.0,10.41,-92.24
3.5e-05,1.1e-05,5e-13,3e-10,5e-11,0.0815,30800000000.0,1370000000.0,10.41,-92.22
3.5e-05,1.1e-05,5e-13,3e-10,1.5e-10,0.0815,30800000000.0,1370000000.0,10.41,-92.07
3.5e-05,1.1e-05,5e-13,3e-10,2.5e-10,0.0815,30800000000.0,1370000000.0,10.41,-92.18
3.5e-05,1.1e-05,5e-13,3.5e-10,1e-10,0.0815,28800000000.0,1220000000.0,10.75,-94.03
3.5e-05,1.1e-05,5e-13,3.5e-10,5e-11,0.0815,28800000000.0,1220000000.0,10.76,-94.19
3.5e-05,1.1e-05,5e-13,3.5e-10,1.5e-10,0.0815,28800000000.0,1220000000.0,10.75,-94.04
3.5e-05,1.1e-05,5e-13,3.5e-10,2e-10,0.0815,28800000000.0,1230000000.0,10.76,-94.22
3.5e-05,1.1e-05,5e-13,3.5e-10,2.5e-10,0.0815,28800000000.0,1220000000.0,10.76,-93.89
3.5e-05,1.1e-05,5e-13,4.5e-10,1e-10,0.0815,26100000000.0,1040000000.0,11.27,-89.09
3.5e-05,1.1e-05,5e-13,4.5e-10,5e-11,0.0815,26100000000.0,1040000000.0,11.27,-89.56
3.5e-05,1.1e-05,5e-13,4.5e-10,1.5e-10,0.0815,26100000000.0,1040000000.0,11.27,-89.34
3.5e-05,1.1e-05,5e-13,4.5e-10,2e-10,0.0815,26100000000.0,1040000000.0,11.27,-89.48
3.5e-05,1.1e-05,5e-13,4.5e-10,2.5e-10,0.0815,26100000000.0,1040000000.0,11.27,-89.14
3.5e-05,1.1e-05,5e-13,5e-10,1e-10,0.0815,25100000000.0,974000000.0,11.48,-87.7
3.5e-05,1.1e-05,5e-13,5e-10,5e-11,0.0815,25100000000.0,974000000.0,11.48,-87.63
3.5e-05,1.1e-05,5e-13,5e-10,1.5e-10,0.0815,25100000000.0,974000000.0,11.48,-87.56
3.5e-05,1.1e-05,5e-13,5e-10,2e-10,0.0815,25100000000.0,974000000.0,11.48,-87.46
3.5e-05,1.1e-05,5e-13,5e-10,2.5e-10,0.0815,25100000000.0,975000000.0,11.48,-87.86
3.5e-05,1.1e-05,3e-13,4e-10,5e-11,0.0815,27300000000.0,1120000000.0,11.03,-91.9
3.5e-05,1.1e-05,3e-13,4e-10,1.5e-10,0.0815,27300000000.0,1120000000.0,11.03,-91.56
3.5e-05,1.1e-05,3e-13,4e-10,2e-10,0.0815,27300000000.0,1120000000.0,11.03,-91.62
3.5e-05,1.1e-05,3e-13,4e-10,2.5e-10,0.0815,27300000000.0,1120000000.0,11.03,-91.5
3.5e-05,1.1e-05,3e-13,3e-10,1e-10,0.0815,30900000000.0,1370000000.0,10.41,-92.07
3.5e-05,1.1e-05,3e-13,3e-10,5e-11,0.0815,30900000000.0,1370000000.0,10.41,-92.27
3.5e-05,1.1e-05,3e-13,3e-10,1.5e-10,0.0815,30900000000.0,1370000000.0,10.41,-92.15
3.5e-05,1.1e-05,3e-13,3e-10,2e-10,0.0815,30900000000.0,1370000000.0,10.41,-92.05
3.5e-05,1.1e-05,3e-13,3e-10,2.5e-10,0.0815,30900000000.0,1370000000.0,10.41,-90.09
3.5e-05,1.1e-05,3e-13,3.5e-10,1e-10,0.0815,28800000000.0,1220000000.0,10.76,-94.08
3.5e-05,1.1e-05,3e-13,3.5e-10,5e-11,0.0815,28800000000.0,1220000000.0,10.76,-94.17
3.5e-05,1.1e-05,3e-13,3.5e-10,1.5e-10,0.0815,28800000000.0,1220000000.0,10.76,-94.06
3.5e-05,1.1e-05,3e-13,3.5e-10,2e-10,0.0815,28800000000.0,1220000000.0,10.76,-94.05
3.5e-05,1.1e-05,3e-13,3.5e-10,2.5e-10,0.0815,28800000000.0,1230000000.0,10.76,-94.11
3.5e-05,1.1e-05,3e-13,4.5e-10,1e-10,0.0815,26100000000.0,1040000000.0,11.27,-87.55
3.5e-05,1.1e-05,3e-13,4.5e-10,5e-11,0.0815,26100000000.0,1040000000.0,11.27,-89.26
3.5e-05,1.1e-05,3e-13,4.5e-10,1.5e-10,0.0815,26100000000.0,1040000000.0,11.27,-89.43
3.5e-05,1.1e-05,3e-13,4.5e-10,2e-10,0.0815,26100000000.0,1040000000.0,11.27,-87.76
3.5e-05,1.1e-05,3e-13,4.5e-10,2.5e-10,0.0815,26100000000.0,1040000000.0,11.27,-89.33
3.5e-05,1.1e-05,3e-13,5e-10,1e-10,0.0815,25100000000.0,975000000.0,11.48,-87.57
3.5e-05,1.1e-05,3e-13,5e-10,5e-11,0.0815,25100000000.0,976000000.0,11.48,-87.63
3.5e-05,1.1e-05,3e-13,5e-10,1.5e-10,0.0815,25100000000.0,975000000.0,11.48,-87.39
3.5e-05,1.1e-05,3e-13,5e-10,2e-10,0.0815,25100000000.0,974000000.0,11.48,-87.5
3.5e-05,1.1e-05,3e-13,5e-10,2.5e-10,0.0815,25100000000.0,976000000.0,11.48,-88.11
3.5e-05,1.1e-05,4e-13,4e-10,1e-10,0.0815,27300000000.0,1120000000.0,11.03,-91.46
3.5e-05,1.1e-05,4e-13,4e-10,5e-11,0.0815,27300000000.0,1120000000.0,11.03,-91.64
3.5e-05,1.1e-05,4e-13,4e-10,1.5e-10,0.0815,27300000000.0,1120000000.0,11.03,-91.82
3.5e-05,1.1e-05,4e-13,4e-10,2e-10,0.0815,27300000000.0,1120000000.0,11.03,-91.69
3.5e-05,1.1e-05,4e-13,4e-10,2.5e-10,0.0815,27300000000.0,1120000000.0,11.03,-91.51
3.5e-05,1.1e-05,4e-13,3e-10,5e-11,0.0815,30800000000.0,1370000000.0,10.41,-93.11
3.5e-05,1.1e-05,4e-13,3e-10,1.5e-10,0.0815,30800000000.0,1370000000.0,10.41,-92.06
3.5e-05,1.1e-05,4e-13,3e-10,2e-10,0.0815,30800000000.0,1370000000.0,10.41,-91.95
3.5e-05,1.1e-05,4e-13,3e-10,2.5e-10,0.0815,30800000000.0,1370000000.0,10.41,-91.89
3.5e-05,1.1e-05,4e-13,3.5e-10,5e-11,0.0815,28800000000.0,1220000000.0,10.76,-94.18
3.5e-05,1.1e-05,4e-13,3.5e-10,1.5e-10,0.0815,28800000000.0,1220000000.0,10.76,-93.92
3.5e-05,1.1e-05,4e-13,3.5e-10,2.5e-10,0.0815,28800000000.0,1220000000.0,10.76,-94.1
3.5e-05,1.1e-05,4e-13,4.5e-10,1e-10,0.0815,26100000000.0,1040000000.0,11.27,-89.44
3.5e-05,1.1e-05,4e-13,4.5e-10,5e-11,0.0815,26100000000.0,1040000000.0,11.27,-89.52
3.5e-05,1.1e-05,4e-13,4.5e-10,1.5e-10,0.0815,26100000000.0,1040000000.0,11.27,-89.4
3.5e-05,1.1e-05,4e-13,4.5e-10,2e-10,0.0815,26100000000.0,1040000000.0,11.27,-89.39
3.5e-05,1.1e-05,4e-13,4.5e-10,2.5e-10,0.0815,26100000000.0,1040000000.0,11.27,-89.23
3.5e-05,1.1e-05,4e-13,5e-10,1e-10,0.0815,25100000000.0,976000000.0,11.48,-87.64
3.5e-05,1.1e-05,4e-13,5e-10,5e-11,0.0815,25100000000.0,974000000.0,11.48,-88.02
3.5e-05,1.1e-05,4e-13,5e-10,1.5e-10,0.0815,25100000000.0,974000000.0,11.48,-89.4
3.5e-05,1.1e-05,4e-13,5e-10,2e-10,0.0815,25100000000.0,975000000.0,11.48,-87.74
3.5e-05,1.1e-05,4e-13,5e-10,2.5e-10,0.0815,25100000000.0,975000000.0,11.48,-87.97
3.5e-05,1.1e-05,6e-13,4e-10,1e-10,0.0815,27300000000.0,1120000000.0,11.03,-91.99
3.5e-05,1.1e-05,6e-13,4e-10,5e-11,0.0815,27300000000.0,1120000000.0,11.03,-91.44
3.5e-05,1.1e-05,6e-13,4e-10,1.5e-10,0.0815,27300000000.0,1120000000.0,11.03,-91.66
3.5e-05,1.1e-05,6e-13,4e-10,2e-10,0.0815,27300000000.0,1110000000.0,11.03,-91.15
3.5e-05,1.1e-05,6e-13,4e-10,2.5e-10,0.0815,27300000000.0,1120000000.0,11.03,-91.93
3.5e-05,1.1e-05,6e-13,3e-10,1e-10,0.0815,30800000000.0,1370000000.0,10.41,-91.86
3.5e-05,1.1e-05,6e-13,3e-10,5e-11,0.0815,30800000000.0,1370000000.0,10.41,-92.01
3.5e-05,1.1e-05,6e-13,3e-10,1.5e-10,0.0815,30800000000.0,1370000000.0,10.41,-92.16
3.5e-05,1.1e-05,6e-13,3e-10,2e-10,0.0815,30800000000.0,1370000000.0,10.41,-92.04
3.5e-05,1.1e-05,6e-13,3e-10,2.5e-10,0.0815,30800000000.0,1370000000.0,10.41,-92.1
3.5e-05,1.1e-05,6e-13,3.5e-10,1e-10,0.0815,28800000000.0,1230000000.0,10.76,-94.15
3.5e-05,1.1e-05,6e-13,3.5e-10,1.5e-10,0.0815,28800000000.0,1220000000.0,10.75,-94.06
3.5e-05,1.1e-05,6e-13,3.5e-10,2e-10,0.0815,28800000000.0,1220000000.0,10.75,-93.94
3.5e-05,1.1e-05,6e-13,4.5e-10,1e-10,0.0815,26100000000.0,1040000000.0,11.27,-89.25
3.5e-05,1.1e-05,6e-13,4.5e-10,5e-11,0.0815,26100000000.0,1040000000.0,11.27,-89.05
3.5e-05,1.1e-05,6e-13,4.5e-10,2e-10,0.0815,26100000000.0,1040000000.0,11.27,-89.15
3.5e-05,1.1e-05,6e-13,5e-10,1e-10,0.0815,25100000000.0,975000000.0,11.48,-88.13
3.5e-05,1.1e-05,6e-13,5e-10,5e-11,0.0815,25100000000.0,975000000.0,11.48,-87.65
3.5e-05,1.1e-05,6e-13,5e-10,1.5e-10,0.0815,25100000000.0,974000000.0,11.48,-87.78
3.5e-05,1.1e-05,6e-13,5e-10,2e-10,0.0815,25100000000.0,976000000.0,11.48,-87.56
3.5e-05,1.1e-05,6e-13,5e-10,2.5e-10,0.0815,25100000000.0,973000000.0,11.48,-87.86
3.5e-05,1.1e-05,7e-13,4e-10,1e-10,0.0815,27300000000.0,1110000000.0,11.03,-91.69
3.5e-05,1.1e-05,7e-13,4e-10,1.5e-10,0.0815,27300000000.0,1110000000.0,11.03,-91.6
3.5e-05,1.1e-05,7e-13,4e-10,2e-10,0.0815,27300000000.0,1110000000.0,11.03,-91.43
3.5e-05,1.1e-05,7e-13,4e-10,2.5e-10,0.0815,27300000000.0,1120000000.0,11.03,-91.52
3.5e-05,1.1e-05,7e-13,3e-10,1e-10,0.0815,30800000000.0,1370000000.0,10.41,-92.08
3.5e-05,1.1e-05,7e-13,3e-10,1.5e-10,0.0815,30800000000.0,1370000000.0,10.41,-83.27
3.5e-05,1.1e-05,7e-13,3e-10,2.5e-10,0.0815,30800000000.0,1370000000.0,10.41,-92.23
3.5e-05,1.1e-05,7e-13,3.5e-10,1e-10,0.0815,28800000000.0,1220000000.0,10.76,-94.03
3.5e-05,1.1e-05,7e-13,3.5e-10,5e-11,0.0815,28800000000.0,1220000000.0,10.76,-94.2
3.5e-05,1.1e-05,7e-13,3.5e-10,1.5e-10,0.0815,28800000000.0,1230000000.0,10.76,-93.99
3.5e-05,1.1e-05,7e-13,3.5e-10,2e-10,0.0815,28800000000.0,1220000000.0,10.75,-94.05
3.5e-05,1.1e-05,7e-13,3.5e-10,2.5e-10,0.0815,28800000000.0,1220000000.0,10.75,-94.08
3.5e-05,1.1e-05,7e-13,4.5e-10,5e-11,0.0815,26100000000.0,1040000000.0,11.27,-89.11
3.5e-05,1.1e-05,7e-13,4.5e-10,1.5e-10,0.0815,26100000000.0,1040000000.0,11.27,-89.75
3.5e-05,1.1e-05,7e-13,4.5e-10,2e-10,0.0815,26100000000.0,1040000000.0,11.27,-89.77
3.5e-05,1.1e-05,7e-13,4.5e-10,2.5e-10,0.0815,26100000000.0,1040000000.0,11.27,-89.27
3.5e-05,1.1e-05,7e-13,5e-10,1e-10,0.0815,25100000000.0,974000000.0,11.48,-89.73
3.5e-05,1.1e-05,7e-13,5e-10,1.5e-10,0.0815,25100000000.0,974000000.0,11.48,-87.64
3.5e-05,1.1e-05,7e-13,5e-10,2e-10,0.0815,25100000000.0,975000000.0,11.48,-87.98
3.5e-05,1.2e-05,5e-13,4e-10,1e-10,0.0815,27100000000.0,1160000000.0,11.05,-91.47
3.5e-05,1.2e-05,5e-13,4e-10,5e-11,0.0815,27100000000.0,1160000000.0,11.05,-91.33
3.5e-05,1.2e-05,5e-13,4e-10,1.5e-10,0.0815,27100000000.0,1160000000.0,11.04,-91.29
3.5e-05,1.2e-05,5e-13,4e-10,2e-10,0.0815,27100000000.0,1160000000.0,11.04,-89.37
3.5e-05,1.2e-05,5e-13,4e-10,2.5e-10,0.0815,27100000000.0,1160000000.0,11.04,-91.61
3.5e-05,1.2e-05,5e-13,3e-10,1e-10,0.0815,30700000000.0,1430000000.0,10.42,-92.28
3.5e-05,1.2e-05,5e-13,3e-10,5e-11,0.0815,30700000000.0,1430000000.0,10.42,-92.4
3.5e-05,1.2e-05,5e-13,3e-10,1.5e-10,0.0815,30700000000.0,1430000000.0,10.42,-92.41
3.5e-05,1.2e-05,5e-13,3e-10,2.5e-10,0.0815,30700000000.0,1430000000.0,10.42,-92.6
3.5e-05,1.2e-05,5e-13,3.5e-10,1e-10,0.0815,28700000000.0,1270000000.0,10.77,-94.01
3.5e-05,1.2e-05,5e-13,3.5e-10,5e-11,0.0815,28700000000.0,1270000000.0,10.77,-94.03
3.5e-05,1.2e-05,5e-13,3.5e-10,1.5e-10,0.0815,28700000000.0,1280000000.0,10.77,-94.09
3.5e-05,1.2e-05,5e-13,3.5e-10,2e-10,0.0815,28700000000.0,1270000000.0,10.77,-94.26
3.5e-05,1.2e-05,5e-13,3.5e-10,2.5e-10,0.0815,28700000000.0,1270000000.0,10.77,-84.31
3.5e-05,1.2e-05,5e-13,4.5e-10,1e-10,0.0815,25900000000.0,1080000000.0,11.28,-89.67
3.5e-05,1.2e-05,5e-13,4.5e-10,5e-11,0.0815,25900000000.0,1080000000.0,11.28,-89.15
3.5e-05,1.2e-05,5e-13,4.5e-10,1.5e-10,0.0815,25900000000.0,1070000000.0,11.28,-89.07
3.5e-05,1.2e-05,5e-13,4.5e-10,2e-10,0.0815,25900000000.0,1080000000.0,11.28,-89.35
3.5e-05,1.2e-05,5e-13,4.5e-10,2.5e-10,0.0815,25900000000.0,1080000000.0,11.28,-88.96
3.5e-05,1.2e-05,5e-13,5e-10,1e-10,0.0815,24900000000.0,1020000000.0,11.5,-87.66
3.5e-05,1.2e-05,5e-13,5e-10,5e-11,0.0815,24900000000.0,1020000000.0,11.5,-87.82
3.5e-05,1.2e-05,5e-13,5e-10,1.5e-10,0.0815,24900000000.0,1010000000.0,11.5,-87.41
3.5e-05,1.2e-05,5e-13,5e-10,2.5e-10,0.0815,24900000000.0,1010000000.0,11.5,-87.81
3.5e-05,1.2e-05,3e-13,4e-10,1e-10,0.0815,27100000000.0,1160000000.0,11.04,-91.02
3.5e-05,1.2e-05,3e-13,4e-10,5e-11,0.0815,27100000000.0,1160000000.0,11.04,-91.32
3.5e-05,1.2e-05,3e-13,4e-10,1.5e-10,0.0815,27100000000.0,1160000000.0,11.05,-91.46
3.5e-05,1.2e-05,3e-13,4e-10,2e-10,0.0815,27100000000.0,1170000000.0,11.04,-91.05
3.5e-05,1.2e-05,3e-13,4e-10,2.5e-10,0.0815,27100000000.0,1160000000.0,11.04,-91.45
3.5e-05,1.2e-05,3e-13,3e-10,1e-10,0.0815,30700000000.0,1430000000.0,10.42,-92.72
3.5e-05,1.2e-05,3e-13,3e-10,5e-11,0.0815,30700000000.0,1430000000.0,10.42,-92.45
3.5e-05,1.2e-05,3e-13,3e-10,1.5e-10,0.0815,30700000000.0,1430000000.0,10.42,-92.36
3.5e-05,1.2e-05,3e-13,3e-10,2e-10,0.0815,30700000000.0,1430000000.0,10.42,-92.57
3.5e-05,1.2e-05,3e-13,3.5e-10,1e-10,0.0815,28700000000.0,1270000000.0,10.77,-93.93
3.5e-05,1.2e-05,3e-13,3.5e-10,1.5e-10,0.0815,28700000000.0,1270000000.0,10.77,-93.91
3.5e-05,1.2e-05,3e-13,3.5e-10,2.5e-10,0.0815,28700000000.0,1270000000.0,10.77,-93.96
3.5e-05,1.2e-05,3e-13,4.5e-10,1e-10,0.0815,25900000000.0,1080000000.0,11.28,-89.17
3.5e-05,1.2e-05,3e-13,4.5e-10,5e-11,0.0815,25900000000.0,1080000000.0,11.28,-89.23
3.5e-05,1.2e-05,3e-13,4.5e-10,1.5e-10,0.0815,25900000000.0,1080000000.0,11.28,-88.81
3.5e-05,1.2e-05,3e-13,4.5e-10,2e-10,0.0815,25900000000.0,1080000000.0,11.28,-89.04
3.5e-05,1.2e-05,3e-13,4.5e-10,2.5e-10,0.0815,25900000000.0,1080000000.0,11.28,-89.09
3.5e-05,1.2e-05,3e-13,5e-10,1e-10,0.0815,24900000000.0,1020000000.0,11.5,-87.38
3.5e-05,1.2e-05,3e-13,5e-10,5e-11,0.0815,24900000000.0,1020000000.0,11.5,-87.43
3.5e-05,1.2e-05,3e-13,5e-10,1.5e-10,0.0815,24900000000.0,1020000000.0,11.5,-87.57
3.5e-05,1.2e-05,3e-13,5e-10,2e-10,0.0815,24900000000.0,1020000000.0,11.5,-88.18
3.5e-05,1.2e-05,3e-13,5e-10,2.5e-10,0.0815,24900000000.0,1020000000.0,11.5,-87.52
3.5e-05,1.2e-05,4e-13,4e-10,1e-10,0.0815,27100000000.0,1160000000.0,11.05,-91.32
3.5e-05,1.2e-05,4e-13,4e-10,5e-11,0.0815,27100000000.0,1170000000.0,11.04,-88.3
3.5e-05,1.2e-05,4e-13,4e-10,1.5e-10,0.0815,27100000000.0,1170000000.0,11.04,-91.6
3.5e-05,1.2e-05,4e-13,4e-10,2e-10,0.0815,27100000000.0,1160000000.0,11.04,-91.44
3.5e-05,1.2e-05,4e-13,4e-10,2.5e-10,0.0815,27100000000.0,1160000000.0,11.04,-91.11
3.5e-05,1.2e-05,4e-13,3e-10,1e-10,0.0815,30700000000.0,1430000000.0,10.42,-92.69
3.5e-05,1.2e-05,4e-13,3e-10,2.5e-10,0.0815,30700000000.0,1430000000.0,10.42,-92.33
3.5e-05,1.2e-05,4e-13,3.5e-10,1e-10,0.0815,28700000000.0,1270000000.0,10.77,-93.95
3.5e-05,1.2e-05,4e-13,3.5e-10,5e-11,0.0815,28700000000.0,1270000000.0,10.77,-94.07
3.5e-05,1.2e-05,4e-13,3.5e-10,1.5e-10,0.0815,28700000000.0,1270000000.0,10.77,-94.12
3.5e-05,1.2e-05,4e-13,3.5e-10,2e-10,0.0815,28700000000.0,1270000000.0,10.77,-94.17
3.5e-05,1.2e-05,4e-13,3.5e-10,2.5e-10,0.0815,28700000000.0,1270000000.0,10.77,-91.69
3.5e-05,1.2e-05,4e-13,4.5e-10,1e-10,0.0815,25900000000.0,1080000000.0,11.28,-89.1
3.5e-05,1.2e-05,4e-13,4.5e-10,5e-11,0.0815,25900000000.0,1080000000.0,11.28,-89.14
3.5e-05,1.2e-05,4e-13,4.5e-10,1.5e-10,0.0815,25900000000.0,1080000000.0,11.28,-88.62
3.5e-05,1.2e-05,4e-13,4.5e-10,2e-10,0.0815,25900000000.0,1080000000.0,11.28,-89.33
3.5e-05,1.2e-05,4e-13,4.5e-10,2.5e-10,0.0815,25900000000.0,1080000000.0,11.28,-88.95
3.5e-05,1.2e-05,4e-13,5e-10,1e-10,0.0815,24900000000.0,1010000000.0,11.5,-87.29
3.5e-05,1.2e-05,4e-13,5e-10,5e-11,0.0815,24900000000.0,1010000000.0,11.5,-87.2
3.5e-05,1.2e-05,4e-13,5e-10,1.5e-10,0.0815,24900000000.0,1010000000.0,11.5,-87.87
3.5e-05,1.2e-05,4e-13,5e-10,2e-10,0.0815,24900000000.0,1020000000.0,11.5,-87.88
3.5e-05,1.2e-05,4e-13,5e-10,2.5e-10,0.0815,24900000000.0,1010000000.0,11.5,-87.35
3.5e-05,1.2e-05,6e-13,4e-10,1e-10,0.0815,27100000000.0,1160000000.0,11.05,-91.58
3.5e-05,1.2e-05,6e-13,4e-10,5e-11,0.0815,27100000000.0,1160000000.0,11.04,-91.54
